BrightBox,Project ID,Job Code,Address,Utility Company,TU Invoice,City,CAP date approved,Permit Approval Date,Created Date,Install Date,PTO Recorded Date,Project Status
,PR-3001260060,223R-024GEOR,24 Snell Ave Brockton MA USA 02302,National Grid,"$7,102.70",Brockton,6/13/2023,12/13/2023,12/4/2023,12/27/2023,6/26/2024,Complete
,PR-3002006150,221R-0251224,25 Murray Ave Auburn MA USA 01501,National Grid,"$7,102.70",Auburn,1/5/2024,2/22/2024,3/1/2024,3/18/2024,7/1/2024,Complete
,PR-3001761200,221R-099QUAN,99 Wallace Ave Auburn MA USA 01501,National Grid,"$1,972.04",Auburn,10/27/2023,12/22/2023,1/25/2024,2/29/2024,7/1/2024,Complete
,PR-3001772547,221R-068MCGO,68 Indian Ridge Rd Leominster MA USA 01453,National Grid,$0.00,Leominster,10/12/2023,10/23/2023,12/22/2023,11/1/2023,7/5/2024,Complete
,PR-3001674345,221R-102RIC1,102 Hickory Rd Leominster MA USA 01453,National Grid,$0.00,Leominster,10/4/2023,10/19/2023,12/28/2023,10/20/2023,7/8/2024,Complete
,PR-3001966348,221R-021H136,21 Corbin Rd Dudley MA USA 01571,National Grid,"$28,993.10",Dudley,12/7/2023,12/14/2023,1/30/2024,1/5/2024,7/8/2024,Complete
,PR-3001424314,221R-033STA1,33 Emily Rd Framingham MA USA 01701,Eversource,$0.00,Framingham,7/31/2023,8/29/2023,11/13/2023,9/5/2023,7/17/2024,Complete
,PR-3001511922,222R-018CARV,18 Richard St Medford MA USA 02155,National Grid,"$6,881.19",Medford,9/6/2023,11/10/2023,3/19/2024,3/19/2024,8/5/2024,Complete
,PR-3001871299,223R-047FREE,47 Cedar Cir Randolph MA USA 02368,National Grid,"$7,102.70",Randolph,11/17/2023,11/28/2023,12/18/2023,2/19/2024,8/5/2024,Complete
,PR-3001237031,222R-033SENG,33 Clark Cir Lynn MA USA 01905,National Grid,"$7,102.00",LYNN,9/5/2023,12/18/2023,11/20/2023,6/26/2024,8/5/2024,Complete
,PR-3002419508,281R-837STYG,837 Old Stage Rd Essex Junction VT USA 05452,Vermont Electric Cooperative,"$4,093.12",Essex Junction,5/22/2024,5/29/2024,6/5/2024,7/23/2024,8/6/2024,Complete
,PR-3001437672,224R-023SAVV,23 S Loomis St Southwick MA USA 01077,WMECO,"$2,763.72",Southwick,7/24/2023,9/7/2023,7/17/2023,9/12/2023,8/6/2024,Complete
,PR-3001952830,224R-015LEVC,15 Browning Ave West Springfield MA USA 01089,WMECO,"$2,711.45",West Springfield,1/28/2024,4/16/2024,3/13/2024,4/19/2024,8/8/2024,Complete
,PR-3001906942,222R-011CLEM,11 Cooledge St Revere MA USA 02151,National Grid,"$1,972.04",Revere,11/30/2023,1/16/2024,3/21/2024,4/30/2024,8/19/2024,Complete
,PR-3001637803,231R-117BACO,117 S Vine St Meriden CT USA 06451,Eversource,"$1,042.92",Meriden,9/23/2023,2/7/2024,2/15/2024,3/1/2024,8/21/2024,Complete
,PR-3002400841,281R-740FUGE,5740 VT-14 Brookfield VT USA 05036,Green Mountain Power,"$1,173.53",Brookfield,4/30/2024,6/25/2024,5/20/2024,7/30/2024,8/23/2024,Complete
,PR-3002236205,224R-028OVEL,28 Harlan St Ludlow MA USA 01056,Eversource,"$2,804.49",LUDLOW,3/28/2024,6/24/2024,5/8/2024,6/28/2024,8/27/2024,Complete
,PR-3001987399,281R-243THRA,2243 Godfrey Rd Thetford VT USA 05043,Green Mountain Power,"$1,291.28",Thetford,2/23/2024,2/26/2024,5/31/2024,8/4/2024,9/2/2024,Complete
,PR-3002116209,281R-025LIN2,25 Clover St South Burlington VT USA 05403,Green Mountain Power,$805.43,S Burlington,2/14/2024,2/16/2024,5/21/2024,6/27/2024,9/2/2024,Complete
,PR-3002184201,221R-239BARR,239 Ash St Gardner MA USA 01440,National Grid,"$1,972.04",Gardner,2/27/2024,3/11/2024,3/19/2024,3/22/2024,9/3/2024,Complete
,PR-3001962875,221R-031POWE,31 Larson Ave Leominster MA USA 01453,National Grid,"$10,178.93",Leominster,12/10/2023,12/21/2023,12/4/2023,6/4/2024,9/3/2024,Complete
,PR-3002187749,224R-259MARI,259 West St Amherst MA USA 01002,WMECO,"$2,802.04",Amherst,3/21/2024,6/4/2024,3/21/2024,6/7/2024,9/5/2024,Complete
,PR-3001610508,224R-296CONN,296 Woodmont St West Springfield MA USA 01089,WMECO,"$2,872.92",West Springfield,10/11/2023,12/14/2023,8/23/2023,12/30/2023,9/9/2024,Complete
,PR-3000821651,223R-001BRED,1 Eisenhower Dr Randolph MA USA 02368,National Grid,"$1,972.04",Randolph,3/8/2023,8/8/2023,2/26/2023,8/11/2023,9/11/2024,Complete
,PR-3002432692,281R-100ZANL,100 O'Connell Ct Hartford VT USA 05001,Green Mountain Power,"$1,276.90",Hartford,6/26/2024,6/27/2024,4/21/2024,9/3/2024,9/13/2024,Complete
,PR-3002452236,224R-259LORI,259 Log Plain Rd E Greenfield MA USA 01301,WMECO,"$2,315.38",Greenfield,5/8/2024,7/15/2024,4/26/2024,7/19/2024,9/13/2024,Complete
,PR-3001852970,221R-001PATE,1 Dogwood Ln Milford MA USA 01757,National Grid,$0.00,Milford,11/15/2023,11/24/2023,1/22/2024,12/4/2023,9/13/2024,Complete
,PR-3002240120,222R-777VALV,777 Central St Lowell MA USA 01852,National Grid,"$1,972.04",Lowell,3/6/2024,3/26/2024,3/2/2024,4/1/2024,9/16/2024,Complete
,PR-3001624467,221R-077HEBE,77 Highridge Road Bellingham MA USA 02019,National Grid,$0.00,Bellingham,9/18/2023,9/27/2023,11/14/2023,10/13/2023,9/19/2024,Complete
,PR-3002180457,221R-002LEON,2 Eustis St Worcester MA USA 01606,National Grid,"$6,881.19",Worcester,2/19/2024,2/28/2024,3/27/2024,4/2/2024,9/20/2024,Complete
,PR-3002193582,281R-483KUHN,483 Isham Rd Hinesburg VT USA 05461,Green Mountain Power,"$1,176.09",Hinesburg,6/13/2024,6/24/2024,7/23/2024,9/19/2024,10/7/2024,Complete
,PR-3002006277,281R-122BLUE,122 Bessette Rd Westfield VT USA 05874,Vermont Electric Cooperative,"$2,990.94",Westfield,3/14/2024,3/15/2024,6/24/2024,10/2/2024,10/9/2024,Complete
,PR-3002135304,221R-016MORI,16 Bengtson Ln Millbury MA USA 01527,National Grid,$0.00,Millbury,2/12/2024,2/26/2024,2/4/2024,3/25/2024,10/11/2024,Complete
,PR-3002462834,221R-048CLOW,48 Happy Hollow Rd Gardner MA USA 01440,National Grid,"$1,919.43",Gardner,5/8/2024,5/22/2024,5/1/2024,7/17/2024,10/11/2024,Complete
,PR-3000343377,223R-041STEP,41 Montrose St Brockton MA USA 02301,National Grid,"$6,881.19",Brockton,12/16/2022,8/24/2023,7/31/2023,11/3/2023,10/15/2024,Complete
,PR-2078164229,224R-384RAH1,384 Montague City Rd Montague MA USA 01376,WMECO,$328.31,Turners Falls,5/17/2022,7/29/2022,1/11/2023,2/14/2023,10/16/2024,Complete
,PR-3001859881,223R-035MAYB,35 Deirdra Dr Plymouth MA USA 02360,Eversource,$0.00,Plymouth,11/20/2023,12/28/2023,2/16/2024,1/10/2024,10/17/2024,Complete
,PR-3001788972,221R-014FOS3,14 Seattle St Worcester MA USA 01605,National Grid,"$2,500.00",Worcester,10/23/2023,11/16/2023,2/29/2024,11/17/2023,10/18/2024,Complete
,PR-3002342739,281R-350GRAH,350 Oak Lodge Rd Rochester VT USA 05767,Green Mountain Power,"$1,376.32",Rochester,5/28/2024,5/29/2024,6/4/2024,8/27/2024,10/21/2024,Complete
,PR-3001722381,221R-248PET1,248 Pleasantdale Rd Rutland MA USA 01543,National Grid,"$1,972.04",Rutland,10/4/2023,10/19/2023,3/27/2024,4/30/2024,10/25/2024,Complete
,PR-3002435089,221R-146FAR1,146 W Main St Dudley MA USA 01571,National Grid,"$1,919.43",Dudley,5/6/2024,5/13/2024,4/22/2024,6/15/2024,11/5/2024,Complete
,PR-3001781966,221R-170OPAR,170 Pine St Fitchburg MA USA 01420,UNITIL,$0.00,Fitchburg,10/16/2023,10/20/2023,10/7/2023,11/20/2023,11/5/2024,Complete
,PR-3002575665,224R-065PITC,65 Prospect St Hatfield MA USA 01038,WMECO,"$1,413.86",Hatfield,6/5/2024,8/26/2024,5/26/2024,8/28/2024,11/5/2024,Complete
,PR-3002370090,224R-032MURP,32 Fomer Rd Southampton MA USA 01073,WMECO,"$4,594.43",Southampton,4/23/2024,9/10/2024,8/14/2024,9/20/2024,11/7/2024,Complete
,PR-3002234534,223R-041AMBR,41 Bourne St Brockton MA USA 02302,National Grid,"$7,102.70",Brockton,3/9/2024,3/15/2024,6/4/2024,6/6/2024,11/7/2024,Complete
,PR-3002112217,222R-014DAC1,14 Osgood Rd Lyndeborough NH USA 03082,Eversource,"$2,446.84",Lyndeborough,3/7/2024,6/4/2024,8/8/2024,9/24/2024,11/12/2024,Complete
,PR-3002408119,224R-040MELE,40 Norman St Springfield MA USA 01104,WMECO,"$2,384.89",Springfield,4/25/2024,10/1/2024,4/15/2024,10/9/2024,11/19/2024,Complete
,PR-3002131365,221R-040SANC,40 S Meadow Rd Clinton MA USA 01510,National Grid,"$6,881.19",Clinton,4/3/2024,4/15/2024,2/18/2024,5/14/2024,11/19/2024,Complete
,PR-3002595786,224R-312OLIV,312 Dalton Division Rd Pittsfield MA USA 01201,Eversource,$643.08,Pittsfield,6/21/2024,8/9/2024,6/8/2024,8/13/2024,11/19/2024,Complete
,PR-3002553981,224R-253SHAW,253 E Housatonic St Dalton MA USA 01226,WMECO,"$1,369.17",Dalton,6/8/2024,9/9/2024,5/21/2024,9/16/2024,11/19/2024,Complete
,PR-3002425613,222R-030BUR1,30 Curtis St Rockport MA USA 01966,National Grid,"$1,919.43",Rockport,5/2/2024,5/30/2024,4/19/2024,7/17/2024,11/25/2024,Complete
,PR-3002809430,223R-068LAFL,68 Florence St Fall River MA USA 02720,National Grid,$0.00,Fall River,8/3/2024,8/13/2024,8/28/2024,8/31/2024,11/25/2024,Complete
,PR-3002510488,221R-338GALA,338 W River Rd Uxbridge MA USA 01569,National Grid,"$2,038.32",Uxbridge,5/19/2024,6/17/2024,5/11/2024,8/30/2024,12/2/2024,Complete
,PR-3002669040,281R-034PRIM,34 Swamp Rd Topsham VT USA 05076,Green Mountain Power,"$1,368.33",Topsham,7/2/2024,7/3/2024,7/18/2024,9/21/2024,12/3/2024,Complete
,PR-3001600540,224R-099OGU1,99 Strong St Easthampton MA USA 01027,WMECO,"$3,477.84",Easthampton,9/18/2023,12/21/2023,1/24/2024,2/3/2024,12/3/2024,Complete
,PR-3000266298,223R-162MORA,162 Elsie Rd Brockton MA USA 02302,National Grid,$0.00,Brockton,10/22/2022,3/2/2023,10/5/2023,3/31/2023,12/5/2024,Complete
,PR-3002264131,223R-312BAID,312 North St Randolph MA USA 02368,National Grid,"$6,881.19",Randolph,3/23/2024,3/28/2024,6/7/2024,6/17/2024,12/11/2024,Complete
,PR-3002249464,221R-013DOCE,13 Maryland Ave Fitchburg MA USA 01420,UNITIL,"$7,433.38",Fitchburg,3/8/2024,4/23/2024,4/15/2024,4/24/2024,12/12/2024,Complete
,PR-3002057283,222R-089NJER,89 Bennington St Haverhill MA USA 01832,National Grid,"$1,972.04",Haverhill,1/23/2024,1/31/2024,3/7/2024,4/23/2024,12/12/2024,Complete
,PR-3002248884,223R-056AND1,56 Berglund Ave Brockton MA USA 02301,National Grid,"$6,881.19",Brockton,3/19/2024,4/2/2024,4/30/2024,4/25/2024,12/18/2024,Complete
,PR-3002860238,221R-081MAR1,81 Main St Douglas MA USA 01516,National Grid,"$7,763.11",Douglas,8/8/2024,8/20/2024,9/26/2024,10/7/2024,12/20/2024,Complete
,PR-3002472092,223R-032HEAD,32 Arthur St Brockton MA USA 02302,National Grid,"$7,423.83",Brockton,6/10/2024,6/28/2024,8/1/2024,8/6/2024,12/26/2024,Complete
,PR-3002339533,223R-024POM1,24 Marion St Brockton MA USA 02302,National Grid,"$9,603.23",Brockton,4/11/2024,5/2/2024,3/27/2024,5/20/2024,1/2/2025,Complete
,PR-3002557282,224R-046JEAN,46 Sauter Ln Greenfield MA USA 01301,WMECO,"$2,426.24",Greenfield,6/5/2024,9/26/2024,5/28/2024,10/4/2024,1/6/2025,Complete
,PR-3002414684,224R-075THOM,75 Boyden Rd Conway MA USA 01341,WMECO,"$2,907.50",Conway,4/30/2024,9/13/2024,4/21/2024,10/1/2024,1/7/2025,Complete
,PR-3002195036,223R-023HAYD,23 Shaw Rd Brockton MA USA 02301,National Grid,"$6,881.19",Brockton,3/12/2024,5/10/2024,2/22/2024,5/31/2024,1/10/2025,Complete
,PR-3002245275,221R-090STRA,90 Canton St Fitchburg MA USA 01420,UNITIL,"$7,646.65",Fitchburg,3/7/2024,5/3/2024,4/16/2024,5/7/2024,1/21/2025,Complete
,PR-3002910276,221R-261MADR,261 Billings Rd Fitchburg MA USA 01420,UNITIL,"$1,125.64",Fitchburg,8/15/2024,11/6/2024,10/17/2024,11/13/2024,1/21/2025,Complete
,PR-3002614422,221R-016CHHE,16 4th Ave Spencer MA USA 01562,National Grid,"$2,038.32",Spencer,6/21/2024,7/10/2024,9/9/2024,9/17/2024,1/24/2025,Complete
,PR-3002411600,222R-016ELLI,16 Gardner St Salisbury MA USA 01952,National Grid,"$1,919.43",Salisbury,5/2/2024,5/28/2024,8/20/2024,8/29/2024,1/24/2025,Complete
,PR-3002949342,223R-144SOUS,144 Dunbar St Fall River MA USA 02723,National Grid,"$9,314.70",Fall River,8/21/2024,8/29/2024,10/8/2024,10/14/2024,1/28/2025,Complete
,PR-3001727889,223R-223BEN2,223 Liberty St Randolph MA USA 02368,National Grid,"$2,000.00",Randolph,11/3/2023,11/15/2023,1/30/2024,2/23/2024,1/29/2025,Complete
,PR-3002360180,223R-014DEV1,14 Susan Rd Easton MA USA 02375,National Grid,"$1,919.43",South Easton,4/19/2024,5/3/2024,6/6/2024,6/7/2024,1/29/2025,Complete
,PR-3002239480,221R-042SAN1,42 Grammont Rd Worcester MA USA 01607,National Grid,"$11,130.92",Worcester,3/21/2024,4/3/2024,6/12/2024,6/22/2024,1/30/2025,Complete
,PR-3002406399,223R-023MACA,23 Massachusetts Ave Brockton MA USA 02302,National Grid,"$7,763.11",Brockton,5/21/2024,6/10/2024,11/2/2024,9/16/2024,1/31/2025,Complete
,PR-3002779946,221R-522ACO2,522 Franklin Rd Fitchburg MA USA 01420,UNITIL,"$1,527.23",Fitchburg,7/16/2024,9/4/2024,7/11/2024,9/16/2024,2/3/2025,Complete
,PR-3002778976,224R-146MERC,146 Draper Ave Pittsfield MA USA 01201,WMECO,$640.57,Pittsfield,8/30/2024,10/8/2024,9/23/2024,10/21/2024,2/4/2025,Complete
,PR-3002423158,222R-116SOUS,116 Fulton Spring Rd Medford MA USA 02155,National Grid,"$7,900.00",Medford,5/1/2024,5/8/2024,6/17/2024,6/25/2024,2/4/2025,Complete
,PR-3002814024,221R-008MCKO,8 Oak St #fl 2 Fitchburg MA USA 01420,UNITIL,"$6,770.99",Fitchburg,7/26/2024,11/6/2024,10/10/2024,11/7/2024,2/6/2025,Complete
,PR-3003044011,222R-062NAPO,62 Poker Hill Rd Underhill VT USA 05489,Vermont Electric Cooperative,"$2,849.40",Underhill,9/26/2024,9/27/2024,10/31/2024,11/11/2024,2/6/2025,Complete
,PR-3002453948,223R-079MURD,79 Appleby St Brockton MA USA 02302,National Grid,"$7,423.83",Brockton,7/18/2024,9/12/2024,9/9/2024,9/19/2024,2/10/2025,Complete
,PR-3002772690,281R-292WINT,1292 Airport Rd Berlin VT USA 05602,Green Mountain Power,"$2,857.83",Berlin,9/3/2024,9/5/2024,10/15/2024,11/21/2024,2/20/2025,Complete
,PR-3002899265,223R-022TER1,22 Delorenzo Dr Randolph MA USA 02368,National Grid,$0.00,Randolph,8/14/2024,8/17/2024,9/19/2024,12/27/2024,2/24/2025,Complete
,PR-3002885229,222R-044SILV,44 Longmeadow Rd Beverly MA USA 01915,National Grid,"$9,185.34",Beverly,9/17/2024,9/19/2024,11/13/2024,11/25/2024,2/26/2025,Complete
,PR-3002895284,221R-005SOTO,5 Alden St Fitchburg MA USA 01420,UNITIL,"$1,527.23",Fitchburg,8/15/2024,11/6/2024,10/21/2024,12/13/2024,2/28/2025,Complete
,PR-3002446318,223R-841GRAM,841 Union St East Bridgewater MA USA 02333,National Grid,"$2,038.32",E Bridgewtr,6/5/2024,6/12/2024,8/5/2024,8/1/2024,3/3/2025,Complete
,PR-3002868733,222R-003ANGE,3 Sunset Rd Salem MA USA 01970,National Grid,"$4,025.47",Salem,9/11/2024,9/19/2024,11/8/2024,1/3/2025,3/3/2025,Complete
,PR-3001263520,223R-010DEST,10 Delorenzo Dr Randolph MA USA 02368,National Grid,"$17,452.30",Randolph,6/29/2023,10/27/2023,3/19/2024,9/27/2024,3/4/2025,Complete
,PR-3003052344,221R-007MOFF,7 Harris Ave Lunenburg MA USA 01462,UNITIL,"$1,527.23",Lunenburg,9/13/2024,10/25/2024,10/10/2024,10/30/2024,3/6/2025,Complete
,PR-3002913057,221R-801BARR,1801 Greenville Rd Ashby MA USA 01431,UNITIL,"$1,125.64",Ashby,8/23/2024,10/28/2024,9/17/2024,12/2/2024,3/6/2025,Complete
,PR-3002768497,224R-017WELC,17 Meadow Rd East Longmeadow MA USA 01028,National Grid,"$7,763.11",East Longmeadow,7/16/2024,9/6/2024,10/9/2024,10/30/2024,3/12/2025,Complete
,PR-3003118622,224R-192BURT,192 Brattleboro Rd Bernardston MA USA 01337,WMECO,"$2,553.10",Bernardston,10/7/2024,1/21/2025,11/20/2024,1/24/2025,3/17/2025,Complete
,PR-3001699301,222R-640MED2,1640 N Shore Rd Revere MA USA 02151,National Grid,$0.00,Revere,10/6/2023,12/7/2023,6/6/2024,6/10/2024,3/20/2025,Complete
,PR-3002792234,223R-146RAPO,146 County St Seekonk MA USA 02771,National Grid,"$2,038.32",SEEKONK,8/1/2024,9/3/2024,11/13/2024,11/26/2024,3/24/2025,Complete
,PR-3002933318,221R-135LAVO,135 Barrett Ave Athol MA USA 01331,National Grid,"$7,763.11",Athol,8/19/2024,9/11/2024,9/19/2024,10/3/2024,3/25/2025,Complete
,PR-3002927311,221R-063CAFA,63 Laurel St #1 Clinton MA USA 01510,National Grid,"$9,591.47",Clinton,8/28/2024,9/23/2024,11/21/2024,12/2/2024,3/26/2025,Complete
,PR-3002877386,224R-066JIME,66 Pine Hill Rd Springfield MA USA 01118,Eversource,"$3,680.93",SPRINGFIELD,8/15/2024,12/18/2024,1/16/2025,1/3/2025,4/1/2025,Complete
,PR-3002908895,221R-026COUT,26 Raffaele Rd Marlborough MA USA 01752,National Grid,"$7,658.50",Marlborough,9/16/2024,9/26/2024,11/13/2024,11/26/2024,4/1/2025,Complete
,PR-3001819507,222R-045ROJA,45 Beresford St Lawrence MA USA 01843,National Grid,"$1,972.04",Lawrence,10/24/2023,11/30/2023,1/24/2024,1/31/2024,4/1/2025,Complete
,PR-3003111444,221R-021SIE2,21 Gale Rd Charlton MA USA 01507,National Grid,"$9,497.24",Charlton,9/30/2024,1/9/2025,12/5/2024,1/10/2025,4/7/2025,Complete
,PR-3002622147,222R-012GIEN,12 Fulkerson Ave Methuen MA USA 01844,National Grid,"$2,038.32",Methuen,7/18/2024,8/7/2024,7/5/2024,9/10/2024,4/7/2025,Complete
,PR-3002599032,223R-017GUER,17 Fawn Cir Randolph MA USA 02368,National Grid,"$2,038.32",Randolph,6/14/2024,6/25/2024,8/16/2024,9/6/2024,4/8/2025,Complete
,PR-3002860325,222R-120SLAY,120 Gore Rd Plainfield VT USA 05667,Washington Electric Co-Op,$517.12,Plainfield,10/21/2024,10/24/2024,11/7/2024,3/20/2025,4/11/2025,Complete
,PR-3002616679,224R-031BLAN,31 Kathy Way Pittsfield MA USA 01201,WMECO,$0.00,Pittsfield,7/1/2024,9/9/2024,10/30/2024,9/12/2024,4/15/2025,Complete
,PR-3002865778,221R-031LIL1,31 St Martin St Fitchburg MA USA 01420,UNITIL,"$7,995.54",Fitchburg,8/27/2024,11/5/2024,9/26/2024,11/8/2024,4/17/2025,Complete
,PR-3002789295,224R-370STOK,370 Barry St Agawam MA USA 01030,Eversource,"$4,016.68",Agawam,8/12/2024,11/4/2024,10/2/2024,11/8/2024,4/17/2025,Complete
,PR-3001989847,224R-751FLOR,751 Bradley Rd Springfield MA USA 01109,WMECO,"$6,916.57",Springfield,12/18/2023,3/26/2024,1/17/2024,3/30/2024,4/23/2025,Complete
,PR-3002213736,221R-110CHIL,110 Lunenburg Rd Townsend MA USA 01474,UNITIL,"$1,125.64",West Townsend,3/5/2024,5/8/2024,2/24/2024,5/14/2024,4/23/2025,Complete
,PR-3002829404,224R-221TOMA,221 Colrain Rd Greenfield MA USA 01301,WMECO,"$3,722.40",Greenfield,8/2/2024,10/16/2024,12/3/2024,12/20/2024,5/1/2025,Complete
,PR-3002929190,224R-120SCOT,120 N Washington State Rd Washington MA USA 01223,WMECO,"$2,571.30",Washington,8/20/2024,11/4/2024,9/24/2024,11/7/2024,5/1/2025,Complete
,PR-3003119216,221R-162BLA1,162 West St Uxbridge MA USA 01569,National Grid,"$7,717.94",Uxbridge,10/18/2024,11/20/2024,1/22/2025,4/14/2025,5/9/2025,Complete
,PR-3003234633,221R-044ROJ1,44 York Ave Fitchburg MA USA 01420,UNITIL,"$1,527.23",Fitchburg,10/30/2024,3/14/2025,3/3/2025,4/11/2025,5/13/2025,Complete
,PR-3003051421,223R-154NET2,2154 Horton St Dighton MA USA 02764,National Grid,"$7,816.28",North Dighton,9/26/2024,12/12/2024,1/15/2025,1/27/2025,5/16/2025,Complete
,PR-3003053830,221R-345MARK,345 Mechanic St Fitchburg MA USA 01420,UNITIL,"$1,527.23",Fitchburg,9/19/2024,10/30/2024,10/10/2024,11/4/2024,5/16/2025,Complete
,PR-3003247983,224R-086BURG,86 Woodruff St Springfield MA USA 01109,Eversource,"$9,662.97",Springfield,11/5/2024,3/12/2025,12/26/2024,3/14/2025,5/19/2025,Complete
,PR-3003232967,224R-179OQUE,179 Santa Barbara St Springfield MA USA 01104,WMECO,"$2,684.15",Springfield,11/27/2024,3/3/2025,12/26/2024,3/4/2025,5/20/2025,Complete
,PR-3002813058,224R-295LUC1,295 Seymour Ave Springfield MA USA 01109,WMECO,"$5,455.11",Springfield,10/9/2024,3/6/2025,2/26/2025,4/14/2025,5/20/2025,Complete
,PR-3003332218,221R-015ROS4,15 Willow Ln Amherst MA USA 01002,WMECO,"$22,099.27",Amherst,11/27/2024,2/13/2025,12/16/2024,2/24/2025,5/21/2025,Complete
,PR-3003413837,221R-404GRAN,1404 Wilbraham Rd Springfield MA USA 01119,WMECO,"$2,788.11",Springfield,1/6/2025,3/10/2025,1/14/2025,3/19/2025,5/21/2025,Complete
,PR-3003237317,224R-128SMI1,128 College Hwy Southwick MA USA 01077,WMECO,"$2,636.42",Southwick,11/8/2024,12/9/2024,3/28/2025,4/28/2025,5/23/2025,Complete
,PR-3003438064,221R-020BESS,20 Joseph Ave Lee MA USA 01238,WMECO,"$3,468.93",Lee,1/15/2025,4/15/2025,1/23/2025,4/30/2025,5/23/2025,Complete
,PR-3002746004,281R-859PHE1,1859 Carlstrom Rd Bristol VT USA 05443,Green Mountain Power,"$1,225.32",Bristol,11/6/2024,11/12/2024,11/14/2024,4/7/2025,5/23/2025,Complete
,PR-3003179709,221R-008ROB1,8 Scott Rd Townsend MA USA 01474,UNITIL,"$1,527.23",West Townsend,10/24/2024,1/31/2025,1/29/2025,2/19/2025,5/27/2025,Complete
,PR-3003160899,221R-162BARN,162 Belmont St Fitchburg MA USA 01420,UNITIL,"$1,527.23",FITCHBURG,11/27/2024,1/31/2025,1/30/2025,2/4/2025,5/30/2025,Complete
,PR-3003004901,281R-837BOUL,2837 VT-110 Washington VT USA 05675,Green Mountain Power,"$1,340.89",Washington,11/8/2024,11/12/2024,11/27/2024,3/20/2025,6/2/2025,Complete
,PR-3003174453,224R-070APRI,70 Malibu Dr Springfield MA USA 01128,WMECO,"$5,987.26",SPRINGFIELD,10/17/2024,2/20/2025,11/8/2024,2/24/2025,6/6/2025,Complete
,PR-3003162835,224R-015AREN,15 Kerry Dr Springfield MA USA 01118,WMECO,"$2,379.93",Springfield,12/12/2024,3/11/2025,1/7/2025,3/13/2025,6/9/2025,Complete
,PR-3003266926,223R-028BRO1,28 Waldo St Brockton MA USA 02301,National Grid,"$7,816.28",Brockton,11/16/2024,12/9/2024,2/5/2025,3/18/2025,6/12/2025,Complete
,PR-3003282140,221R-003FLAN,3 Redwood St Townsend MA USA 01469,UNITIL,"$14,635.99",Townsend,11/13/2024,1/28/2025,1/21/2025,1/31/2025,6/12/2025,Complete
,PR-3002483718,223R-121CORR,121 Bernard Rd Brockton MA USA 02302,National Grid,"$1,919.43",Brockton,5/15/2024,6/10/2024,5/4/2024,6/19/2024,6/12/2025,Complete
,PR-3003281884,221R-670LEPR,670 Stockbridge Rd Lee MA USA 01238,WMECO,"$2,859.25",Lee,1/15/2025,5/2/2025,1/24/2025,5/7/2025,6/13/2025,Complete
,PR-3003432808,221R-101UY,101 Draper St Springfield MA USA 01108,WMECO,"$2,919.93",Springfield,1/17/2025,4/4/2025,1/29/2025,5/19/2025,6/16/2025,Complete
,PR-3002553642,224R-084BENN,84 Lee Rd Deerfield MA USA 01373,WMECO,"$2,925.20",South Deerfield,6/13/2024,10/23/2024,9/3/2024,10/24/2024,6/18/2025,Complete
,PR-3003638644,221R-87HFARR,87 High St Southampton MA USA 01073,WMECO,"$3,083.01",SOUTHAMPTON,3/17/2025,5/12/2025,4/18/2025,5/21/2025,6/20/2025,Complete
,PR-3002618958,223R-010SEVE,10 Green House Way Randolph MA USA 02368,National Grid,"$10,462.07",Randolph,9/25/2024,10/1/2024,12/12/2024,2/27/2025,6/23/2025,Complete
,PR-3002962023,222R-391HAS1,391 Bear Hill Rd Loudon NH USA 03307,UNITIL,"$1,226.48",Loudon,9/25/2024,11/25/2024,3/3/2025,3/13/2025,6/24/2025,Complete
,PR-3003760707,221R-549MATO,550 Fuller St Ludlow MA USA 01056,WMECO,"$2,218.23",Ludlow,4/10/2025,5/23/2025,4/21/2025,6/2/2025,6/27/2025,Complete
,PR-3002791271,221R-362MCIN,362 Oakham Rd Barre MA USA 01005,National Grid,"$7,869.18",Barre,8/7/2024,8/23/2024,9/23/2024,10/10/2024,6/30/2025,Complete
,PR-3003324961,221R-190PLAN,190 Harvard St Leominster MA USA 01453,National Grid,"$1,919.43",Leominster,12/6/2024,12/18/2024,3/4/2025,3/7/2025,6/30/2025,Complete
,PR-3002297342,222R-129MARQ,129 Timson St Lynn MA USA 01902,National Grid,$0.00,Lynn,3/25/2024,4/5/2024,3/17/2024,4/29/2024,7/1/2025,Complete
,PR-3002779277,222R-132KIV1,132 Dalton Rd Chelmsford MA USA 01824,National Grid,"$8,606.66",Chelmsford,8/20/2024,9/11/2024,1/10/2025,2/10/2025,7/9/2025,Complete
,PR-3003559005,221R-702LE,702 Belmont Ave Springfield MA USA 01108,WMECO,"$2,579.37",SPRINGFIELD,2/26/2025,5/22/2025,5/28/2025,6/13/2025,7/10/2025,Complete
,PR-3002937670,221R-042NJAU,42 Ledgecrest Dr Worcester MA USA 01603,National Grid,"$11,541.61",Worcester,8/27/2024,9/12/2024,2/20/2025,2/24/2025,7/10/2025,Complete
,PR-3002665391,224R-247GUST,247 Arnold Ave Springfield MA USA 01119,WMECO,"$5,422.89",Springfield,3/5/2025,5/8/2025,3/27/2025,5/12/2025,7/14/2025,Complete
